ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location
374,Judezmo (Europe),judéo-espagnol  (Europe),sefardí (Europa),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB",lad,Severely endangered,Ladino; Judeo-Spanish; Sephardic; Haketía (local name in Morocco),,,"Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirović: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116.",41.2607,28.4985,"traditionally Greece and Turkey, primarily in the historical provinces of Macedonia and Thrace, but also elsewhere in the Balkans, as well as Morocco, Ceuta, Melilla and Algeria in North Africa; now a few locations in Turkey, where largely concentrated in Istanbul (traditionally in the quarters of Balat and Hasköy), by probably less than 10,000 speakers; in Greece or elsewhere in the Balkans there are very few if any Judezmo speakers left after the Holocaust, and in North Africa the language is extinct"
2216,Juhur (Israel),juhuri (Israël),judeo-tatí (Israel),Israel,ISR,jdt,Definitely endangered,Juhuri; Judeo-Tat; джухури; горско-еврейский,,,"А. Л. Грюнберг: Татский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",31.5166,34.5964,"in Israel, Juhur speakers live, for example, in Sderot, Haderah and Or Akiva"
1938,Kaurna,kaurna,kaurna,Australia,AUS,,Critically endangered,,,,,-34.8498,138.6474,
2298,Kensiw (Malaysia),kensiw (Malaisie),kensiu (Malasia),Malaysia,MYS,kns,Critically endangered,,,,,5.9033,100.9227,
2297,Kentak,kentak,kentak,Malaysia,MYS,knq,Critically endangered,Kintaq,,,,5.5383,100.7861,
1608,Khasali,khasali,khasālī,India,IND,,Definitely endangered,Khashali; Khaśālī,,,,32.0267,77.893,"Uttarakhand, and Jammu and Kashmir. Very approximative coordinates provided."
1598,Kili,kili,kili,Russian Federation,RUS,gld,Severely endangered,Kur-Urmi Nanay; Kur-Urmi Nanai,,,"Л. И. Сем: Нанайский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | А. В. Столяров: Нанайский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 118–124. | А. Х. Гирфанова: Нанайский язык http://lingsib.unesco.ru/ru/languages/nanai.shtml.htm",48.8068,134.121,the region of the Kur and Urmi rivers in Khabarovsk Region
2723,Koro,koro,koro,India,IND,,Definitely endangered,"Koro Aka
",Koro,,"Ethnologue, National Geographic",27.1667,92.6312,Several villages in East Kameng District of the Indian state of Arunachal Pradesh
2467,Kraol,kraol,kraol,Cambodia,KHM,rka,Critically endangered,,,,,13.588,106.9438,
2466,Kravet,kravet,kravet,Cambodia,KHM,krv,Critically endangered,,,,,14.0175,107.0136,
2460,Krueng,kreung,krungo,Cambodia,KHM,,Severely endangered,,,,,13.8219,106.9938,
2463,Kuay,kuay,kuayo,Cambodia,KHM,kdt,Severely endangered,,,,,13.9047,105.3712,
1974,Kunigami,kunigami,kunigami,Japan,JPN,"okn, xug, yox",Definitely endangered,"dialects: Okinoerabu, Yoron",,,"Yukio Uemura: The Ryukyuan language. Endangered Languages of the Pacific Rim A4-018; Osaka 2003.
Patrick Heinrich: Language loss and revitalization in the Ryukyu Islands http://japanfocus.org/products/topdf/1596
Patrick Heinrich: What leaves a mark should no longer stain: Progressive erasure and reversing language shift activities in the Ryukyu Islands http://www.sicri.org/ISIC1/j.%20ISIC1P%20Heinrich.pdf",26.7186,128.2131,"northern Okinawa Island and neighbouring islands, including Okinoerabu and Yoron islands"
140,Lakota,lakota,lakota,Canada,CAN,lkt,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",49.3276,-106.4439,Spread over 1 communities in Canada
537,Langrong,langrong,langrong,India,IND,,Critically endangered,,,,,24.4671,94.1473,
622,Lengua,lengua,lengua,Paraguay,PRY,leg,Severely endangered,,,,,-22.5125,-58.0957,
380,Livonian,live,livón,Latvia,LVA,liv,Critically endangered,līvõ kēļ; lībiešu valoda,rānda kēļ,,"Christopher Moseley: Livonian. Languages of the world: Materials 144; Muenchen: LINCOM EUROPA, 2002.",57.6101,22.2802,the northern coast of Curonia in the northwest; formerly also the historical province of Livonia east of the Gulf of Riga
1519,Lorrain,lorrain,loreno,"Belgium, France","BEL, FRA",fra,Severely endangered,,,,,48.8357,6.0644,"Lorraine, France, and Gaume in Belgium; a regional language not recognized by the SIL"
1497,Lua,lua,lua',Thailand,THA,prb,Definitely endangered,"Mal, Prai, T'in",,,,19.0049,101.184,
2007,Macaguaje,macaguaje,macaguaje,Colombia,COL,mcl,Extinct,,,,"Patiño, Carlos. 2000 ""Lenguas aborígenes de la Amazonía meridional de Colombia"" en González & Rodríguez Las lenguas indígenas de Colombia: una visión descriptiva. Instituto Caro y Cuervo.",0,-75,
2005,Macuna (Colombia),macuna (Colombie),macuna (Colombia),Colombia,COL,myy,Definitely endangered,,,,,-0.2636,-70.2026,
623,Maká,maká,macá,Paraguay,PRY,mca,Definitely endangered,,,,,-25.2645,-57.2387,
1579,Manda,manda,manda,India,IND,mha,Critically endangered,"Gondi-Kui; Konda-Kui; Manda-Kui; Manda-Pengo
",,,,20.1384,84.0289,Orissa (mainly Kalahandi)
387,Manx,mannois,manx,United Kingdom of Great Britain and Northern Ireland,GBR,glv,Critically endangered,,Gaelg,,"George Broderick: Manx. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 228–285.; feedback from speakers and Government of the Isle of Man (2009)",54.2106,-4.5318,The Isle of Man
1992,Mawayana (Guyana),mawayana (Guyane),mawayana (Guyana),Guyana,GUY,"mpw, mzx",Critically endangered,Mapidian,,,"E.B. Carlin (pers. comm.)
Carlin en Arends (2002), 'Atlas of the Languages of Suriname'",1.5159,-58.4143,
2468,Menri',menri',menri',Malaysia,MYS,mnq,Critically endangered,,,,,5.055,102.2502,
695,Michif,michif,michif,Canada,CAN,crg,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",51.3119,-103.979,Spread over 6 communities in Canada
2020,Miraña (Colombia),miraña (Colombie),miraña (Colombia),Colombia,COL,boa,Severely endangered,Miránha,,,,-1.5818,-70.5651,
1973,Miyako,miyako,miyako,Japan,JPN,mvi,Definitely endangered,,,,"Yukio Uemura: The Ryukyuan language. Endangered Languages of the Pacific Rim A4-018; Osaka 2003.
Patrick Heinrich: Language loss and revitalization in the Ryukyu Islands http://japanfocus.org/products/topdf/1596
Patrick Heinrich: What leaves a mark should no longer stain: Progressive erasure and reversing language shift activities in the Ryukyu Islands http://www.sicri.org/ISIC1/j.%20ISIC1P%20Heinrich.pdf",24.8004,125.2798,Miyako and neighbouring islands
1243,Mohawk (Ganienkeh),mohawk (Ganienkeh),mohaqués (Ganienkeh),United States of America,USA,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",44.8675,-73.67,"Near Miner Lake, NY."
2517,Mohawk (Kahnawake),mohawk (Kahnawake),mohaqués (Kahnawake),Canada,CAN,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",45.4013,-73.6677,
264,Mohawk (Kanatsiohareke),mohawk (Kanatsiohareke),mohaqués (Kanatsiohareke),United States of America,USA,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",42.9116,-74.5587,"On the north bank of the Mohawk River, west of Fonda, New York. "
1381,Mohawk (Kanesatake),mohawk (Kanesatake),mohaqués (Kanesatake),Canada,CAN,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",45.4685,-74.0972,
2516,Mohawk (Six nations),mohawk (Six nations),mohaqués (seis naciones),Canada,CAN,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",43.0463,-80.069,
1325,Mohawk (Tyendinega),mohawk (Tyendinaga),mohaqués (Tyendinega),Canada,CAN,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",44.189,-77.1494,
1324,Mohawk (Wahta),mohawk (Wahta),mohaqués (Wahta),Canada,CAN,moh,Definitely endangered,,,,"Ton Kenneth Deer, 2008",45.0333,-79.7333,
2208,Mok (Lao PDR),mok (République démocratique populaire lao),mok (Laos),Lao People's Democratic Republic,LAO,tlq,Definitely endangered,"Samtau, Sam Tao",,,,20.73,101.4197,"Ban Hat Na Leng, Luang Nam Tha"
2089,Mosquitia Creole,créole de Mosquitia,criollo de la Mosquitia,Nicaragua,NIC,,Definitely endangered,,,,Herzfeld (in press),12.0114,-83.7638,"Bluefields and Pearl Lagoon; also in Managua, the capital"
2022,Muinane,muiname,muinane,Colombia,COL,bmr,Definitely endangered,,,,,-1.4061,-72.3779,
265,Munsee (United States of America),delaware,unamí (Estados Unidos),United States of America,USA,umu,Critically endangered,"Canadian Delaware, Delaware, Ontario Delaware",,,Golla et al ms.,40.8969,-76.3769,
2189,Nivaclé,nivaclé,chulupí,Paraguay,PRY,cag,Vulnerable,,,,,-23.3019,-60.3369,
464,Nivkh (Amur),nivkhe (Amour),nivejí (Amur),Russian Federation,RUS,niv,Critically endangered,,,,To be moved in a private field: potential contact Ludmila Andreeva,53.2684,140.4107,"Khabarovsk Region: the village of Aleyevka on the Amur River in Komsomol’sk County is the only distinct Nivkh community; other villages in the same county with Nivkh population include Vlas’yevo, Baydukovo, Makarovka and Tneyvakh"
348,Nogay (Crimea),nogaï (Crimée),nogái (Crimea),Ukraine,UKR,nog,Severely endangered,,,,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",45.9435,33.9477,before the deportations to Central Asia after the Second World War around Perekop in the northern steppe area of the Crimea; Nogay in the Crimea and Dobruja subsumed under Crimean Tatar [crh] by the SIL
391,Nogay (Dobruja),nogaï (Dobroudja),nogái (Dobruja),Romania,ROU,nog,Severely endangered,,,,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",44.6491,27.8173,"the town of Mihail Kogălniceanu (Karamurat) and the villages of Lumina (Kocali), Valea Dacilor (Hendekkarakuyusu) and Cobadin (Kubadin) in Dobruja; Nogay in the Crimea and Dobruja subsumed under Crimean Tatar [crh] by the SIL"
2021,Nonuya,nonuya,nonuya / nonuña,Colombia,COL,,Critically endangered,Nonuya de Bora,,,,-0.747,-71.9165,
392,Norman,normand,normando,France,FRA,nrn,Severely endangered,,,,,49.081,-0.6591,the regions of Upper Normandy (Haute-Normandie) and Lower Normandy (Basse-Normandie); a regional language not recognized by the SIL
500,Northern Altay,altaï septentrional,altái septentrional,Russian Federation,RUS,atv,Severely endangered,"dialects: Tuba, Kumandy, Chalkan (Kuu); тубаларов диалект, кумандинцев диалект, чалканцев (челканцев) диалект",,,"Н. А. Баскаков: Алтайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 179–187.",52.2816,87.4827,"Tuba: Turochak, Choya, and Mayma counties in the Republic of Altay by a couple of thousand people; Kumandy: Krasnogorskoye, Solton, Kytmanovo and Tselinnoye counties in Altay Region and in adjacent counties in the Republic of Altay as well as in the towns of Tashtagol and Sheregesh in Kemerovo Province by several thousand people; Chalkan (Kuu): the villages of Kurmach-Baygol, Suranash, Malyy Chibechen’ and Itkuch in Turochak County by approximately 2,000 people; Telengit and Teleut given in the Ethnologue are dialects of Southern Altay"
262,Northern Haida,haida septentrional,haida septentrional,"Canada, United States of America","CAN, USA",hdn,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",54.0397,-132.1776,Spread over 1 communities in Canada
930,Northwestern Otomí,otomí nord-occidental,otomí noroccidental,Mexico,MEX,otq,Vulnerable,,,,,21.0996,-100.1584,"San Ildefonso Tultepec, municipality of Amealco, state of Querétaro; Tierra Blanca, Guanajuato"
1998,Nukak,nukak,nukak-makú,Colombia,COL,mbr,Definitely endangered,"Nukak Makú, Makú del Guaviare",,,,2.3504,-71.3507,
1976,Okinawan,okinawaïen,okinawano,Japan,JPN,ryu,Definitely endangered,,,,"Yukio Uemura: The Ryukyuan language. Endangered Languages of the Pacific Rim A4-018; Osaka 2003.
Patrick Heinrich: Language loss and revitalization in the Ryukyu Islands http://japanfocus.org/products/topdf/1596
Patrick Heinrich: What leaves a mark should no longer stain: Progressive erasure and reversing language shift activities in the Ryukyu Islands http://www.sicri.org/ISIC1/j.%20ISIC1P%20Heinrich.pdf",26.2047,127.6831,central and southern parts of Okinawa Island and neighbouring islands
2368,Oneida (Canada),oneida (Canada),oneida (Canadá),"Canada, United States of America","CAN, USA",one,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",42.8286,-81.4068,Spread over 3 communities in Canada
2369,Onondaga (Canada),onondaga (Canada),onondaga (Canadá),"Canada, United States of America","CAN, USA",ono,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",43.1194,-80.1174,Spread over 2 communities in Canada
1566,Padri,padari,bhadri,India,IND,bhd,Vulnerable,Padari; Pāḑrī,,,,33.8886,76.3,Jammu and Kashmir
2470,Palaung,palaung,palaungo shwe,Myanmar,MMR,pce,Severely endangered,,,,,23.1058,97.488,
2471,Pale,pale,palaungo pale,Myanmar,MMR,pce,Severely endangered,,,,,22.1511,97.8386,
2094,Panamanian Creole,créole panaméen,criollo inglés panameño,Panama,PAN,,Definitely endangered,"Wari-wari, inglés",,,"Herzfeld (in press), Aceto (1996, 2002), Thomas Brereton (1993)",9.3878,-82.2696,"Bocas del Toro Island in Bocas del Toro province, Colon and Panama city"
2479,Pashayi,pashai,pasayí,Afghanistan,AFG,"aee, glh, psh, psi",Vulnerable,,,,,34.66,70.2,
2589,Peco' Creole,créole pecok,criollo petjo,Indonesia,IDN,pey,Critically endangered,Petjo,,,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.2716,106.7871,Java
2459,Phnong,phnong,mnong central,Cambodia,KHM,cmo,Severely endangered,,,,,12.5525,107.3011,
402,Poitevin-Saintongeais,poitevin-saintongeais,poitevino-santongés,France,FRA,fra,Severely endangered,parlanjhe,,,"www.arantele.org, www.dizou.com
Michel Gautier : Grammaire du poitevin-saintongeais (Geste éditions, 1993)
Liliane Jagueneau : Le parlanjhe en 30 questions (Geste éditions, 1999)",46.0579,-0.5493,the region of Poitou-Charentes and the department of Vendée in Pays de la Loire region as well as northern Gironde in Aquitaine region; a regional language not recognized by the SIL
2371,Potawatomi (Canada),potawatomi (Canada),potahuatomí (Canadá),Canada,CAN,pot,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",42.5163,-82.5555,Spread over 1 communities in Canada
2718,Purik,purik,purik,"India, Pakistan","IND, PAK",prx,Vulnerable,Bu-rig,,,,34.3706,76.0144,
795,Quinault,quinault,quinault,United States of America,USA,qun,Extinct,,,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",47.3332,-124.2864,"Quinault Reservation, Taholah, WA"
